player_id,player_name,player_name_norm,team,season,date_of_injury,injury_type,required_surgery,games_missed,notes
2405,Amare Stoudemire,amare stoudemire,Heat,2015-16,2015-10-28,knee,0,1,placed on IL with rehab of knee
2405,Amar'e Stoudemire,amare stoudemire,Heat,2015-16,2015-10-28,knee,0,1,placed on IL with rehab of knee
2405,Amare Stoudemire,amare stoudemire,Heat,2015-16,2015-11-03,knee,0,1,placed on IL with rehab of knee
2405,Amar'e Stoudemire,amare stoudemire,Heat,2015-16,2015-11-03,knee,0,1,placed on IL with rehab of knee
2405,Amare Stoudemire,amare stoudemire,Heat,2015-16,2015-11-21,other,0,2,placed on IL
2405,Amar'e Stoudemire,amare stoudemire,Heat,2015-16,2015-11-21,other,0,2,placed on IL
2405,Amare Stoudemire,amare stoudemire,Heat,2015-16,2015-11-30,other,0,4,placed on IL
2405,Amar'e Stoudemire,amare stoudemire,Heat,2015-16,2015-11-30,other,0,4,placed on IL
1628518,Amile Jefferson,amile jefferson,Timberwolves,2017-18,2018-02-07,other,0,9,placed on IL
1628518,Amile Jefferson,amile jefferson,Timberwolves,2017-18,2018-04-06,other,0,0,placed on IL
1628518,Amile Jefferson,amile jefferson,Timberwolves,2017-18,2018-04-15,other,0,0,placed on IL
1629599,Amir Coffey,amir coffey,Clippers,2020-21,2021-04-30,other,0,9,placed on IL with NBA health and safety protocols
101161,Amir Johnson,amir johnson,Pistons,2005-06,2005-11-03,other,0,33,placed on IL
101161,Amir Johnson,amir johnson,Pistons,2005-06,2006-01-25,other,0,33,placed on IL
101161,Amir Johnson,amir johnson,Pistons,2006-07,2006-11-15,other,0,13,placed on IL
101161,Amir Johnson,amir johnson,Pistons,2006-07,2006-12-21,other,0,4,placed on IL
101161,Amir Johnson,amir johnson,Pistons,2006-07,2007-02-04,other,0,27,placed on IL
101161,Amir Johnson,amir johnson,Pistons,2006-07,2007-04-20,other,0,107,placed on IL
101161,Amir Johnson,amir johnson,Pistons,2007-08,2008-01-10,other,0,1,placed on IL
101161,Amir Johnson,amir johnson,Pistons,2007-08,2008-05-10,other,0,404,placed on IL
101161,Amir Johnson,amir johnson,Raptors,2010-11,2011-02-11,ankle,0,1,placed on IL with sprained right ankle
101161,Amir Johnson,amir johnson,Raptors,2010-11,2011-03-11,ankle,0,3,placed on IL with sprained left ankle
101161,Amir Johnson,amir johnson,Raptors,2011-12,2012-02-04,other,0,298,placed on IL
101161,Amir Johnson,amir johnson,Raptors,2013-14,2014-02-10,ankle,0,3,placed on IL with ankle injury
101161,Amir Johnson,amir johnson,Raptors,2013-14,2014-04-04,ankle,0,3,placed on IL with right ankle injury
101161,Amir Johnson,amir johnson,Raptors,2014-15,2014-11-02,ankle,0,2,placed on IL with sprained left ankle
101161,Amir Johnson,amir johnson,Raptors,2014-15,2015-01-30,other,0,30,placed on IL
101161,Amir Johnson,amir johnson,Raptors,2014-15,2015-04-08,ankle,0,2,placed on IL with sprained right ankle
101161,Amir Johnson,amir johnson,Celtics,2015-16,2015-12-21,foot,0,2,placed on IL with foot injury
101161,Amir Johnson,amir johnson,Celtics,2016-17,2017-04-08,illness,0,1,placed on IL with illness
101161,Amir Johnson,amir johnson,76ers,2019-20,2019-07-01,other,0,0,placed on IL
2760,Anderson Varejao,anderson varejao,Cavaliers,2004-05,2004-11-17,knee,0,5,placed on IL with patella tendinitis in left knee
2760,Anderson Varejao,anderson varejao,Cavaliers,2004-05,2005-02-01,ankle,0,0,placed on IL with high left ankle sprain (expected to be out 4-6 weeks)
2760,Anderson Varejao,anderson varejao,Cavaliers,2006-07,2006-12-29,illness,0,0,placed on IL with strained neck / flu
2760,Anderson Varejao,anderson varejao,Cavaliers,2007-08,2007-12-08,other,0,1,placed on IL
2760,Anderson Varejao,anderson varejao,Cavaliers,2007-08,2008-01-30,ankle,0,11,placed on IL with sprained left ankle
2760,Anderson Varejao,anderson varejao,Cavaliers,2008-09,2009-04-05,hand,0,1,placed on IL with bruised right wrist
2760,Anderson Varejao,anderson varejao,Cavaliers,2009-10,2009-11-17,hip,0,1,placed on IL with bruised hip
2760,Anderson Varejao,anderson varejao,Cavaliers,2009-10,2010-03-28,leg-soft-tissue,0,4,placed on IL with hamstring injury
2760,Anderson Varejao,anderson varejao,Cavaliers,2010-11,2010-11-13,other,0,1,placed on IL with bruised ribs
2760,Anderson Varejao,anderson varejao,Cavaliers,2010-11,2011-01-01,other,0,2,placed on IL with fractured cheekbone
2760,Anderson Varejao,anderson varejao,Cavaliers,2010-11,2011-01-14,ankle,0,17,placed on IL with torn tendon in right ankle (out for season)
2760,Anderson Varejao,anderson varejao,Cavaliers,2010-11,2011-02-27,ankle,0,248,placed on IL with right ankle injury (out for season)
2760,Anderson Varejao,anderson varejao,Cavaliers,2011-12,2012-02-11,hand,0,109,placed on IL with fractured bone in right wrist
2760,Anderson Varejao,anderson varejao,Cavaliers,2011-12,2012-03-18,other,0,94,placed on IL (F) (out for season)
2760,Anderson Varejao,anderson varejao,Cavaliers,2012-13,2012-11-07,knee,0,1,placed on IL with bruised right knee
2760,Anderson Varejao,anderson varejao,Cavaliers,2012-13,2012-12-19,knee,0,164,placed on IL with bruised right knee
2760,Anderson Varejao,anderson varejao,Cavaliers,2013-14,2014-01-28,knee,0,2,placed on IL with bruised left knee
2760,Anderson Varejao,anderson varejao,Cavaliers,2013-14,2014-02-12,back,0,2,placed on IL with sore back
2760,Anderson Varejao,anderson varejao,Cavaliers,2013-14,2014-02-23,back,0,5,placed on IL with sore back
2760,Anderson Varejao,anderson varejao,Cavaliers,2014-15,2014-11-29,other,0,1,placed on IL with bruised ribs
2760,Anderson Varejao,anderson varejao,Cavaliers,2014-15,2014-12-25,ankle,0,196,placed on IL with left Achilles injury (out for season)
2760,Anderson Varejao,anderson varejao,Warriors,2015-16,2016-04-24,other,0,1,placed on IL
2760,Anderson Varejao,anderson varejao,Warriors,2016-17,2016-11-07,other,0,1,placed on IL
2760,Anderson Varejao,anderson varejao,Warriors,2016-17,2016-11-18,other,0,0,placed on IL
2760,Anderson Varejao,anderson varejao,Warriors,2016-17,2016-11-21,other,0,1,placed on IL
2760,Anderson Varejao,anderson varejao,Warriors,2016-17,2016-11-25,other,0,0,placed on IL
2760,Anderson Varejao,anderson varejao,Warriors,2016-17,2016-12-01,other,0,1,placed on IL
2760,Anderson Varejao,anderson varejao,Warriors,2016-17,2016-12-05,other,0,1,placed on IL
2760,Anderson Varejao,anderson varejao,Warriors,2016-17,2016-12-17,other,0,1,placed on IL
2760,Anderson Varejao,anderson varejao,Warriors,2016-17,2016-12-30,other,0,1,placed on IL
2760,Anderson Varejao,anderson varejao,Warriors,2016-17,2017-01-16,other,0,1,placed on IL
,Andrae Patterson,andrae patterson,Timberwolves,1999-00,2000-01-07,knee,1,41,placed on IR with rehab from right knee surgery
,Andrae Patterson,andrae patterson,Timberwolves,2000-01,2000-10-30,knee,0,106,placed on IL with right knee injury
101154,Andray Blatche,andray blatche,Wizards,2005-06,2005-11-03,other,0,2,placed on IL
101154,Andray Blatche,andray blatche,Wizards,2005-06,2005-11-12,other,0,4,placed on IL
101154,Andray Blatche,andray blatche,Wizards,2005-06,2005-12-10,other,0,10,placed on IL
101154,Andray Blatche,andray blatche,Wizards,2005-06,2006-03-25,other,0,1,placed on IL
101154,Andray Blatche,andray blatche,Wizards,2005-06,2006-04-22,other,0,84,placed on IL
101154,Andray Blatche,andray blatche,Wizards,2006-07,2006-11-12,other,0,2,placed on IL
101154,Andray Blatche,andray blatche,Wizards,2006-07,2006-12-09,other,0,2,placed on IL
101154,Andray Blatche,andray blatche,Wizards,2006-07,2007-03-14,other,0,1,placed on IL
101154,Andray Blatche,andray blatche,Wizards,2006-07,2007-03-26,knee,0,5,placed on IL with sprained left knee
101154,Andray Blatche,andray blatche,Wizards,2010-11,2010-12-07,hip,0,1,placed on IL with bruised hip
101154,Andray Blatche,andray blatche,Wizards,2010-11,2010-12-14,knee,0,2,placed on IL with sore left knee
101154,Andray Blatche,andray blatche,Wizards,2010-11,2011-02-25,hip,0,1,placed on IL with hip injury
101154,Andray Blatche,andray blatche,Wizards,2010-11,2011-03-12,shoulder,0,2,placed on IL with sprained right shoulder
101154,Andray Blatche,andray blatche,Wizards,2010-11,2011-03-20,shoulder,0,4,placed on IL with sprained right shoulder
101154,Andray Blatche,andray blatche,Wizards,2011-12,2012-01-30,leg-soft-tissue,0,13,placed on IL with strained left calf
101154,Andray Blatche,andray blatche,Wizards,2011-12,2012-03-24,other,0,299,placed on IL (F) (out for season)
101154,Andray Blatche,andray blatche,Wizards,2011-12,2012-03-29,other,0,297,placed on IL (P) (out for season)
101154,Andray Blatche,andray blatche,Nets,2013-14,2014-04-09,illness,0,1,placed on IL with illness
2857,Andre Barrett,andre barrett,Rockets,2004-05,2004-11-01,leg-soft-tissue,0,9,placed on IL with strained hamstring
2857,Andre Barrett,andre barrett,Rockets,2004-05,2004-12-22,knee,0,4,placed on IL with right knee tendinitis
2857,Andre Barrett,andre barrett,Bulls,2006-07,2006-10-31,other,0,0,placed on IL
2857,Andre Barrett,andre barrett,Bulls,2006-07,2006-11-03,other,0,17,placed on IL
2857,Andre Barrett,andre barrett,Bulls,2006-07,2006-12-23,other,0,3,placed on IL
2857,Andre Barrett,andre barrett,Bulls,2006-07,2007-01-05,other,0,3,placed on IL
2857,Andre Barrett,andre barrett,Bulls,2006-07,2007-01-15,other,0,11,placed on IL
2857,Andre Barrett,andre barrett,Bulls,2006-07,2007-02-13,other,0,7,placed on IL
2857,Andre Barrett,andre barrett,Bulls,2006-07,2007-03-04,other,0,3,placed on IL
2857,Andre Barrett,andre barrett,Bulls,2006-07,2007-03-16,other,0,6,placed on IL
2857,Andre Barrett,andre barrett,Bulls,2006-07,2007-04-08,other,0,0,placed on IL
2810,Andre Brown,andre brown,Grizzlies,2007-08,2007-11-09,other,0,3,placed on IL
2810,Andre Brown,andre brown,Grizzlies,2007-08,2007-11-13,other,0,2,placed on IL
2810,Andre Brown,andre brown,Grizzlies,2007-08,2007-12-11,other,0,1,placed on IL
2810,Andre Brown,andre brown,Grizzlies,2007-08,2008-01-11,other,0,3,placed on IL
2810,Andre Brown,andre brown,Grizzlies,2007-08,2008-03-05,other,0,4,placed on IL
2810,Andre Brown,andre brown,Grizzlies,2007-08,2008-03-17,other,0,9,placed on IL
2810,Andre Brown,andre brown,Bobcats,2008-09,2008-10-30,other,0,1,placed on IL
2810,Andre Brown,andre brown,Bobcats,2008-09,2008-11-05,other,0,1,placed on IL
2810,Andre Brown,andre brown,Bobcats,2008-09,2008-11-11,other,0,0,placed on IL
203958,Andre Dawkins,andre dawkins,Heat,2014-15,2014-10-29,other,0,1,placed on IL
203958,Andre Dawkins,andre dawkins,Heat,2014-15,2014-11-12,other,0,1,placed on IL
203958,Andre Dawkins,andre dawkins,Heat,2014-15,2014-11-20,other,0,1,placed on IL
203958,Andre Dawkins,andre dawkins,Heat,2014-15,2014-11-30,other,0,1,placed on IL
203958,Andre Dawkins,andre dawkins,Heat,2014-15,2014-12-05,other,0,6,placed on IL
203083,Andre Drummond,andre drummond,Pistons,2012-13,2013-02-08,back,0,20,placed on IL with stress fracture in back
203083,Andre Drummond,andre drummond,Pistons,2016-17,2016-11-14,ankle,0,1,placed on IL with sore/sprained right ankle
203083,Andre Drummond,andre drummond,Pistons,2017-18,2018-04-09,ankle,0,116,placed on IL with sore Achilles (out for season)
203083,Andre Drummond,andre drummond,Pistons,2018-19,2019-01-19,head,0,2,placed on IL with concussion
203083,Andre Drummond,andre drummond,Cavaliers,2019-20,2020-02-26,leg-soft-tissue,0,1,placed on IL with strained left calf
203083,Andre Drummond,andre drummond,Lakers,2020-21,2021-04-01,foot,0,3,placed on IL with right big toe injury
203083,Andre Drummond,andre drummond,Lakers,2020-21,2021-04-15,foot,0,1,placed on IL with toe injury
203083,Andre Drummond,andre drummond,76ers,2021-22,2021-12-19,other,0,4,placed on IL with NBA health and safety protocols
203083,Andre Drummond,andre drummond,Bulls,2022-23,2022-10-29,shoulder,0,4,placed on IL with strained left shoulder
2765,Andre Emmett,andre emmett,Grizzlies,2004-05,2004-11-01,knee,0,30,placed on IL with left knee tendinitis
2765,Andre Emmett,andre emmett,Grizzlies,2004-05,2005-01-25,ankle,0,15,placed on IL with a sprained right ankle
2765,Andre Emmett,andre emmett,Grizzlies,2004-05,2005-03-14,knee,0,0,placed on IL with left knee tendinitis
2738,Andre Iguodala,andre iguodala,76ers,2010-11,2010-11-07,ankle,0,2,placed on IL with right Achilles tendon injury
2738,Andre Iguodala,andre iguodala,76ers,2010-11,2010-11-16,ankle,0,3,placed on IL with right Achilles tendon injury
2738,Andre Iguodala,andre iguodala,76ers,2010-11,2010-12-29,ankle,0,5,placed on IL with right Achilles tendinitis
2738,Andre Iguodala,andre iguodala,76ers,2010-11,2011-03-19,knee,0,2,placed on IL with right knee tendinitis
2738,Andre Iguodala,andre iguodala,76ers,2010-11,2011-04-11,knee,0,392,placed on IL with right knee tendinitis (out for season)
2738,Andre Iguodala,andre iguodala,Warriors,2013-14,2013-11-23,leg-soft-tissue,0,10,placed on IL with strained left hamstring
2738,Andre Iguodala,andre iguodala,Warriors,2013-14,2014-03-18,knee,0,4,placed on IL with right knee injury
2738,Andre Iguodala,andre iguodala,Warriors,2013-14,2014-04-14,other,0,1,placed on IL
2738,Andre Iguodala,andre iguodala,Warriors,2014-15,2015-03-28,other,0,1,placed on IL
2738,Andre Iguodala,andre iguodala,Warriors,2015-16,2016-03-01,leg-soft-tissue,0,1,placed on IL with tighness in hamstring
2738,Andre Iguodala,andre iguodala,Warriors,2015-16,2016-03-07,leg-soft-tissue,0,1,placed on IL with tightness in left hamstring
2738,Andre Iguodala,andre iguodala,Warriors,2015-16,2016-03-14,ankle,0,9,placed on IL with sprained left ankle
2738,Andre Iguodala,andre iguodala,Warriors,2016-17,2016-12-10,other,0,0,placed on IL
2738,Andre Iguodala,andre iguodala,Warriors,2016-17,2017-01-23,rest,0,1,placed on IL for rest
2738,Andre Iguodala,andre iguodala,Warriors,2016-17,2017-03-21,hip,0,1,placed on IL with strained left hip
2738,Andre Iguodala,andre iguodala,Warriors,2016-17,2017-05-16,knee,0,2,placed on IL with sore left knee
2738,Andre Iguodala,andre iguodala,Warriors,2017-18,2017-10-17,back,0,1,placed on IL with strained back
2738,Andre Iguodala,andre iguodala,Warriors,2017-18,2017-11-11,rest,0,1,placed on IL for rest
2738,Andre Iguodala,andre iguodala,Warriors,2017-18,2017-12-01,knee,0,1,placed on IL with sore left knee
2738,Andre Iguodala,andre iguodala,Warriors,2017-18,2017-12-20,illness,0,1,placed on IL with flu
2738,Andre Iguodala,andre iguodala,Warriors,2017-18,2018-01-03,back,0,0,placed on IL with stiffness in lower back
2738,Andre Iguodala,andre iguodala,Warriors,2017-18,2018-01-17,leg-soft-tissue,0,2,placed on IL with bruised left calf
2738,Andre Iguodala,andre iguodala,Warriors,2017-18,2018-02-02,rest,0,0,placed on IL for rest
2738,Andre Iguodala,andre iguodala,Warriors,2017-18,2018-03-08,hand,0,2,placed on IL with sprained left wrist
2738,Andre Iguodala,andre iguodala,Warriors,2017-18,2018-03-31,knee,0,3,placed on IL with sore left knee
2738,Andre Iguodala,andre iguodala,Warriors,2017-18,2018-04-08,knee,0,2,placed on IL with sore left knee
2738,Andre Iguodala,andre iguodala,Warriors,2018-19,2018-10-19,leg-soft-tissue,0,1,placed on IL with left calf injury
2738,Andre Iguodala,andre iguodala,Warriors,2018-19,2018-11-05,other,0,1,placed on IL
2738,Andre Iguodala,andre iguodala,Warriors,2018-19,2018-12-12,hip,0,2,placed on IL with right hip injury
2738,Andre Iguodala,andre iguodala,Warriors,2018-19,2019-02-10,leg-soft-tissue,0,1,placed on IL with left hamstring injury
2738,Andre Iguodala,andre iguodala,Warriors,2018-19,2019-02-13,other,0,3,placed on IL
2738,Andre Iguodala,andre iguodala,Warriors,2018-19,2019-02-28,illness,0,1,placed on IL with illness
2738,Andre Iguodala,andre iguodala,Warriors,2018-19,2019-03-18,other,0,0,placed on IL with dental ailment
2738,Andre Iguodala,andre iguodala,Warriors,2018-19,2019-04-04,foot,0,2,placed on IL with toe injury
2738,Andre Iguodala,andre iguodala,Warriors,2018-19,2019-05-20,leg-soft-tissue,0,4,placed on IL with left calf injury
2738,Andre Iguodala,andre iguodala,Grizzlies,2019-20,2019-10-23,other,0,42,placed on IL
2738,Andre Iguodala,andre iguodala,Warriors,2021-22,2021-10-24,hip,0,1,placed on IL with sore left hip
2738,Andre Iguodala,andre iguodala,Warriors,2021-22,2021-11-06,hip,0,1,placed on IL with left hip injury
2738,Andre Iguodala,andre iguodala,Warriors,2021-22,2021-11-17,hip,0,10,placed on IL with left hip injury
2738,Andre Iguodala,andre iguodala,Warriors,2021-22,2021-11-19,knee,0,9,placed on IL with sore right knee
2738,Andre Iguodala,andre iguodala,Warriors,2021-22,2021-12-22,knee,0,2,placed on IL with sore right knee
2738,Andre Iguodala,andre iguodala,Warriors,2021-22,2022-01-03,knee,0,1,placed on IL with sore right knee
2738,Andre Iguodala,andre iguodala,Warriors,2021-22,2022-01-21,hip,0,7,placed on IL with left hip injury
2738,Andre Iguodala,andre iguodala,Warriors,2021-22,2022-02-10,back,0,18,placed on IL with tightness in lower back
2738,Andre Iguodala,andre iguodala,Warriors,2021-22,2022-04-03,back,0,1,placed on IL with lower back injury
2738,Andre Iguodala,andre iguodala,Warriors,2021-22,2022-04-10,hip,0,2,placed on IL with left hip injury
2738,Andre Iguodala,andre iguodala,Warriors,2021-22,2022-04-27,other,0,14,placed on IL with cervical injury
2738,Andre Iguodala,andre iguodala,Warriors,2021-22,2022-06-05,knee,0,1,placed on IL with right knee inflammation
2738,Andre Iguodala,andre iguodala,Warriors,2022-23,2022-10-19,hip,0,32,placed on IL with left hip injury
2738,Andre Iguodala,andre iguodala,Warriors,2022-23,2023-01-15,hip,0,20,placed on IL with right hip injury
1889,Andre Miller,andre miller,76ers,2006-07,2006-12-22,other,0,0,placed on IL
1889,Andre Miller,andre miller,Spurs,2015-16,2016-03-30,rest,0,1,placed on IL for rest
1889,Andre Miller,andre miller,Spurs,2015-16,2016-04-17,other,0,1,placed on IL
1889,Andre Miller,andre miller,Spurs,2015-16,2016-04-22,other,0,1,placed on IL
101261,Andre Owens,andre owens,Jazz,2005-06,2005-10-31,other,0,2,placed on IL
101261,Andre Owens,andre owens,Jazz,2005-06,2006-01-03,other,0,7,placed on IL
101261,Andre Owens,andre owens,Jazz,2005-06,2006-01-23,other,0,1,placed on IL
101261,Andre Owens,andre owens,Jazz,2005-06,2006-02-03,other,0,262,placed on IL
101261,Andre Owens,andre owens,Pacers,2007-08,2007-11-20,other,0,0,placed on IL
101261,Andre Owens,andre owens,Pacers,2007-08,2008-01-21,other,0,1,placed on IL
101261,Andre Owens,andre owens,Pacers,2007-08,2008-02-01,other,0,2,placed on IL
101261,Andre Owens,andre owens,Pacers,2007-08,2008-03-11,other,0,3,placed on IL
101261,Andre Owens,andre owens,Pacers,2007-08,2008-03-21,other,0,2,placed on IL
101261,Andre Owens,andre owens,Pacers,2007-08,2008-03-28,other,0,8,placed on IL
203460,Andre Roberson,andre roberson,Thunder,2013-14,2014-01-11,other,0,1,placed on IL
203460,Andre Roberson,andre roberson,Thunder,2013-14,2014-01-17,other,0,7,placed on IL
203460,Andre Roberson,andre roberson,Thunder,2013-14,2014-01-27,other,0,3,placed on IL
203460,Andre Roberson,andre roberson,Thunder,2013-14,2014-02-07,other,0,2,placed on IL
203460,Andre Roberson,andre roberson,Thunder,2013-14,2014-04-09,other,0,2,placed on IL
203460,Andre Roberson,andre roberson,Thunder,2013-14,2014-04-16,other,0,13,placed on IL
203460,Andre Roberson,andre roberson,Thunder,2013-14,2014-04-19,other,0,12,placed on IL
203460,Andre Roberson,andre roberson,Thunder,2013-14,2014-05-25,other,0,217,placed on IL
203460,Andre Roberson,andre roberson,Thunder,2015-16,2015-11-16,illness,0,1,placed on IL with illness
203460,Andre Roberson,andre roberson,Thunder,2015-16,2016-01-26,other,0,10,placed on IL
203460,Andre Roberson,andre roberson,Thunder,2015-16,2016-04-06,other,0,1,placed on IL
203460,Andre Roberson,andre roberson,Thunder,2016-17,2017-04-12,other,0,99,placed on IL
203460,Andre Roberson,andre roberson,Thunder,2017-18,2017-12-11,ankle,0,2,placed on IL with sprained left ankle
203460,Andre Roberson,andre roberson,Thunder,2017-18,2017-12-31,knee,0,7,placed on IL with patellar tendinitis in left knee
203460,Andre Roberson,andre roberson,Thunder,2017-18,2018-01-28,knee,1,366,placed on IL recovering from surgery on left knee to repair torn patellar tendon (out for season)
203460,Andre Roberson,andre roberson,Thunder,2018-19,2018-10-01,knee,1,268,placed on IL recovering from surgery on left knee to repair torn patellar tendon (out for season) (date approximate)
203460,Andre Roberson,andre roberson,Thunder,2019-20,2019-10-23,knee,0,113,placed on IL with left knee injury
203460,Andre Roberson,andre roberson,Thunder,2020-21,2020-08-09,ankle,0,0,placed on IL with sore right ankle
200745,Andrea Bargnani,andrea bargnani,Raptors,2006-07,2006-12-08,back,0,1,placed on IL with sore back
200745,Andrea Bargnani,andrea bargnani,Raptors,2006-07,2007-01-24,illness,0,1,placed on IL with flu
200745,Andrea Bargnani,andrea bargnani,Raptors,2006-07,2007-03-21,other,0,11,placed on IL recovering from appendectomy
200745,Andrea Bargnani,andrea bargnani,Raptors,2007-08,2007-12-03,knee,0,3,placed on IL with hyperextended left knee
200745,Andrea Bargnani,andrea bargnani,Raptors,2009-10,2009-12-09,ankle,0,1,placed on IL with sore right ankle
200745,Andrea Bargnani,andrea bargnani,Raptors,2009-10,2010-01-22,back,0,1,placed on IL with sore lower back
200745,Andrea Bargnani,andrea bargnani,Raptors,2010-11,2010-12-27,leg-soft-tissue,0,3,placed on IL with strained left calf
200745,Andrea Bargnani,andrea bargnani,Raptors,2010-11,2011-03-09,illness,0,1,placed on IL with flu
200745,Andrea Bargnani,andrea bargnani,Raptors,2010-11,2011-04-03,ankle,0,1,placed on IL with sore right ankle
200745,Andrea Bargnani,andrea bargnani,Raptors,2010-11,2011-04-06,ankle,0,117,placed on IL with sore right ankle (out for season)
200745,Andrea Bargnani,andrea bargnani,Raptors,2011-12,2012-01-22,leg-soft-tissue,0,1,placed on IL with strained left calf
200745,Andrea Bargnani,andrea bargnani,Raptors,2011-12,2012-01-27,leg-soft-tissue,0,18,placed on IL with strained left calf
200745,Andrea Bargnani,andrea bargnani,Raptors,2011-12,2012-04-09,leg-soft-tissue,0,121,placed on IL with left calf injury (out for season)
200745,Andrea Bargnani,andrea bargnani,Raptors,2012-13,2012-12-12,other,0,22,placed on IL with torn ligament in right elbow
200745,Andrea Bargnani,andrea bargnani,Raptors,2012-13,2013-03-10,other,0,264,placed on IL with strained right elbow (out for season)
200745,Andrea Bargnani,andrea bargnani,Knicks,2013-14,2014-01-24,other,0,136,placed on IL with torn ligament in left elbow (out for season)
200745,Andrea Bargnani,andrea bargnani,Knicks,2014-15,2014-10-29,leg-soft-tissue,0,25,placed on IL with strained right hamstring
200745,Andrea Bargnani,andrea bargnani,Knicks,2014-15,2015-01-15,other,0,10,placed on IL
200745,Andrea Bargnani,andrea bargnani,Nets,2015-16,2015-12-01,leg-soft-tissue,0,4,placed on IL with sore hamstring
200745,Andrea Bargnani,andrea bargnani,Nets,2015-16,2016-02-19,illness,0,0,placed on IL with illness
2601,Andreas Glyniadakis,andreas glyniadakis,Sonics,2006-07,2006-11-05,other,0,2,placed on IL
2601,Andreas Glyniadakis,andreas glyniadakis,Sonics,2006-07,2006-11-18,other,0,2,placed on IL
1905,Andrei Kirilenko,andrei kirilenko,Jazz,2004-05,2004-11-30,knee,0,21,placed on IL with sprained MCL in right knee
1905,Andrei Kirilenko,andrei kirilenko,Jazz,2004-05,2005-03-26,hand,0,99,placed on IL with broken left wrist
1905,Andrei Kirilenko,andrei kirilenko,Jazz,2005-06,2005-11-14,back,0,6,placed on IL with back spasms
1905,Andrei Kirilenko,andrei kirilenko,Jazz,2005-06,2005-12-20,back,0,2,placed on IL with back spasms
1905,Andrei Kirilenko,andrei kirilenko,Jazz,2006-07,2006-11-14,ankle,0,4,placed on IL with sprained right ankle
1905,Andrei Kirilenko,andrei kirilenko,Jazz,2006-07,2007-02-24,knee,0,1,placed on IL with bruised left knee
1905,Andrei Kirilenko,andrei kirilenko,Jazz,2006-07,2007-04-07,hand,0,4,placed on IL with left thumb injury
1905,Andrei Kirilenko,andrei kirilenko,Jazz,2007-08,2008-01-08,back,0,1,placed on IL with lower back inflammation
1905,Andrei Kirilenko,andrei kirilenko,Jazz,2007-08,2008-03-30,leg-soft-tissue,0,1,placed on IL with muscle spasms in right calf
1905,Andrei Kirilenko,andrei kirilenko,Jazz,2008-09,2008-11-14,hand,0,1,placed on IL with strained right index finger
1905,Andrei Kirilenko,andrei kirilenko,Jazz,2008-09,2009-01-21,ankle,0,11,placed on IL with right ankle injury
1905,Andrei Kirilenko,andrei kirilenko,Jazz,2009-10,2010-03-22,leg-soft-tissue,0,2,placed on IL with strained left calf
1905,Andrei Kirilenko,andrei kirilenko,Jazz,2009-10,2010-04-17,leg-soft-tissue,0,8,placed on IL with strained left calf
1905,Andrei Kirilenko,andrei kirilenko,Jazz,2010-11,2010-12-29,back,0,1,placed on IL with strained lower back
1905,Andrei Kirilenko,andrei kirilenko,Jazz,2010-11,2011-04-01,knee,0,378,placed on IL with nerve damage in left knee (out for season)
1905,Andrei Kirilenko,andrei kirilenko,Nets,2013-14,2013-10-30,back,0,1,placed on IL with sore back
1905,Andrei Kirilenko,andrei kirilenko,Nets,2013-14,2013-11-09,back,0,21,placed on IL with back injury
1905,Andrei Kirilenko,andrei kirilenko,Nets,2013-14,2014-03-10,ankle,0,2,placed on IL with sprained right ankle
1905,Andrei Kirilenko,andrei kirilenko,Nets,2014-15,2014-11-17,other,0,0,placed on IL
1905,Andrei Kirilenko,andrei kirilenko,76ers,2014-15,2014-12-12,other,0,0,placed on IL
2804,Andres Nocioni,andres nocioni,Bulls,2006-07,2007-02-05,foot,0,7,placed on IL with plantar fasciitis in right foot
2804,Andres Nocioni,andres nocioni,Bulls,2006-07,2007-02-23,foot,0,18,placed on IL with plantar fasciitis in right foot
2804,Andres Nocioni,andres nocioni,76ers,2010-11,2011-01-17,hand,0,3,placed on IL with dislocated right middle finger
101106,Andrew Bogut,andrew bogut,Bucks,2006-07,2007-03-25,foot,0,145,placed on IL with sprained left foot
101106,Andrew Bogut,andrew bogut,Bucks,2007-08,2008-03-15,leg-soft-tissue,0,3,placed on IL with bruised thigh
101106,Andrew Bogut,andrew bogut,Bucks,2007-08,2008-03-28,other,0,2,placed on IL with fractured nose
101106,Andrew Bogut,andrew bogut,Bucks,2008-09,2008-11-26,knee,0,3,placed on IL with bone bruise in left knee
101106,Andrew Bogut,andrew bogut,Bucks,2008-09,2009-01-03,back,0,3,placed on IL with back spasms
101106,Andrew Bogut,andrew bogut,Bucks,2008-09,2009-01-16,back,0,6,placed on IL with back spasms
101106,Andrew Bogut,andrew bogut,Bucks,2008-09,2009-02-03,back,0,120,placed on IL with stress fracture in back (out for season)
101106,Andrew Bogut,andrew bogut,Bucks,2009-10,2009-11-20,leg-soft-tissue,0,4,placed on IL with strained ligament in left calf
101106,Andrew Bogut,andrew bogut,Bucks,2009-10,2010-03-26,back,0,1,placed on IL with sore back
101106,Andrew Bogut,andrew bogut,Bucks,2009-10,2010-04-06,hand,1,10,placed on IL recovering from surgery to repair broken right hand
101106,Andrew Bogut,andrew bogut,Bucks,2010-11,2011-02-02,knee,0,1,placed on IL with bruised right knee
101106,Andrew Bogut,andrew bogut,Bucks,2010-11,2011-03-04,other,0,2,placed on IL with strained left rib muscle
