player_id,player_name,player_name_norm,team,season,date_of_injury,injury_type,required_surgery,games_missed,notes
,(James) Mike Scott,(james) mike scott,Hawks,2012-13,2013-03-01,other,0,2,placed on IL
,(James) Mike Scott,(james) mike scott,Hawks,2014-15,2014-11-12,back,0,1,placed on IL with back injury
,(James) Mike Scott,(james) mike scott,Hawks,2014-15,2014-12-10,illness,0,1,placed on IL with flu
,(James) Mike Scott,(james) mike scott,Hawks,2014-15,2015-03-13,foot,0,9,placed on IL with fractured left big toe
,(James) Mike Scott,(james) mike scott,Hawks,2014-15,2015-04-15,back,0,2,placed on IL with back injury
,(James) Mike Scott,(james) mike scott,Hawks,2015-16,2015-12-10,knee,0,2,placed on IL with sore knee
,(James) Mike Scott,(james) mike scott,Hawks,2016-17,2016-10-27,knee,0,14,placed on IL with left knee injury (DTD)
,(James) Mike Scott,(james) mike scott,Hawks,2016-17,2016-12-13,other,0,2,placed on IL
,(James) Mike Scott,(james) mike scott,Wizards,2017-18,2018-03-21,illness,0,1,placed on IL with flu
,(James) Mike Scott,(james) mike scott,76ers,2018-19,2019-04-09,back,0,0,placed on IL with tightness in lower back
,(James) Mike Scott,(james) mike scott,76ers,2018-19,2019-04-27,foot,0,2,placed on IL with right foot injury
,(James) Mike Scott,(james) mike scott,76ers,2020-21,2020-08-01,knee,0,2,placed on IL with sore right knee
,(James) Mike Scott,(james) mike scott,76ers,2020-21,2021-01-02,knee,0,3,placed on IL with bruised left knee
,(James) Mike Scott,(james) mike scott,76ers,2020-21,2021-01-20,knee,0,4,placed on IL with right knee injury
,(James) Mike Scott,(james) mike scott,76ers,2020-21,2021-02-04,knee,0,4,placed on IL with right knee injury
,(James) Mike Scott,(james) mike scott,76ers,2020-21,2021-04-26,hip,0,1,placed on IL with sore left hip
,(William) Tony Parker,(william) tony parker,Spurs,2001-02,2002-01-15,ankle,0,4,placed on IL with sprained right ankle
,(William) Tony Parker,(william) tony parker,Spurs,2005-06,2006-03-28,other,0,1,placed on IL with sore right shin
,(William) Tony Parker,(william) tony parker,Spurs,2005-06,2006-04-19,rest,0,106,placed on IL for rest
,(William) Tony Parker,(william) tony parker,Spurs,2006-07,2007-01-07,hip,0,1,placed on IL with strained right hip
,(William) Tony Parker,(william) tony parker,Spurs,2006-07,2007-03-03,hip,0,1,placed on IL with strained left hip flexor
,(William) Tony Parker,(william) tony parker,Spurs,2006-07,2007-04-16,rest,0,98,placed on IL for rest
,(William) Tony Parker,(william) tony parker,Spurs,2007-08,2007-12-15,ankle,0,1,placed on IL with sprained left ankle / right ankle
,(William) Tony Parker,(william) tony parker,Spurs,2007-08,2008-01-29,other,0,122,placed on IL with bone spur in left heel
,(William) Tony Parker,(william) tony parker,Spurs,2008-09,2008-11-11,ankle,0,7,placed on IL with sprained left ankle
,(William) Tony Parker,(william) tony parker,Spurs,2009-10,2009-11-09,ankle,0,2,placed on IL with sprained left ankle
,(William) Tony Parker,(william) tony parker,Spurs,2009-10,2009-11-18,ankle,0,1,placed on IL with sprained left ankle
,(William) Tony Parker,(william) tony parker,Spurs,2009-10,2010-01-29,ankle,0,2,placed on IL with sprained left ankle
,(William) Tony Parker,(william) tony parker,Spurs,2009-10,2010-02-11,hip,0,2,placed on IL with strained left hip flexor
,(William) Tony Parker,(william) tony parker,Spurs,2009-10,2010-02-21,hip,0,1,placed on IL with left hip injury
,(William) Tony Parker,(william) tony parker,Spurs,2009-10,2010-02-26,other,0,1,placed on IL with stomach ailment
,(William) Tony Parker,(william) tony parker,Spurs,2009-10,2010-03-10,hand,0,11,placed on IL with broken bone in right hand
,(William) Tony Parker,(william) tony parker,Spurs,2010-11,2011-03-01,leg-soft-tissue,0,1,placed on IL with strained left calf muscle
,(William) Tony Parker,(william) tony parker,Spurs,2011-12,2012-03-09,leg-soft-tissue,0,1,placed on IL with right thigh injury
,(William) Tony Parker,(william) tony parker,Spurs,2011-12,2012-04-25,rest,0,81,placed on IL for rest (out for season)
,(William) Tony Parker,(william) tony parker,Spurs,2012-13,2012-11-10,illness,0,1,placed on IL with flu
,(William) Tony Parker,(william) tony parker,Spurs,2012-13,2013-03-03,ankle,0,8,placed on IL with sprained left ankle
,(William) Tony Parker,(william) tony parker,Spurs,2012-13,2013-04-06,other,0,2,placed on IL with sore neck / shin injury
,(William) Tony Parker,(william) tony parker,Spurs,2013-14,2013-11-29,ankle,0,0,placed on IL with sprained ankle
,(William) Tony Parker,(william) tony parker,Spurs,2013-14,2013-12-18,other,0,1,placed on IL with bruised right shin
,(William) Tony Parker,(william) tony parker,Spurs,2013-14,2014-02-06,back,0,1,placed on IL with sore lower back
,(William) Tony Parker,(william) tony parker,Spurs,2013-14,2014-02-18,back,0,5,placed on IL with sore back
,(William) Tony Parker,(william) tony parker,Spurs,2013-14,2014-04-08,back,0,1,placed on IL with back spasms
,(William) Tony Parker,(william) tony parker,Spurs,2014-15,2014-12-14,leg-soft-tissue,0,3,placed on IL with strained left hamstring
,(William) Tony Parker,(william) tony parker,Spurs,2014-15,2014-12-28,leg-soft-tissue,0,4,placed on IL with strained hamstring
,(William) Tony Parker,(william) tony parker,Spurs,2015-16,2015-12-11,rest,0,0,placed on IL for rest
,(William) Tony Parker,(william) tony parker,Spurs,2015-16,2016-01-04,hip,0,2,placed on IL with sore right hip
,(William) Tony Parker,(william) tony parker,Spurs,2015-16,2016-01-21,hip,0,0,placed on IL with right hip injury
,(William) Tony Parker,(william) tony parker,Spurs,2016-17,2016-11-04,knee,0,3,placed on IL with sore right knee
,(William) Tony Parker,(william) tony parker,Spurs,2016-17,2016-12-02,other,0,1,placed on IL with bruised left quadriceps
,(William) Tony Parker,(william) tony parker,Spurs,2016-17,2016-12-06,knee,0,1,placed on IL with bruised left knee / thigh
,(William) Tony Parker,(william) tony parker,Spurs,2016-17,2017-01-24,foot,0,1,placed on IL with sore left foot
,(William) Tony Parker,(william) tony parker,Spurs,2016-17,2017-03-01,knee,0,1,placed on IL with bruised quadriceps / sore knee (DTD)
,(William) Tony Parker,(william) tony parker,Spurs,2016-17,2017-03-15,back,0,1,placed on IL with sore lower back
,(William) Tony Parker,(william) tony parker,Spurs,2016-17,2017-05-05,surgery,1,82,placed on IL recovering from surgery to repair ruptured quadriceps tendon in left leg (out for season)
,(William) Tony Parker,(william) tony parker,Spurs,2017-18,2017-10-17,surgery,1,16,placed on IL recovering from surgery to repair ruptured quadriceps tendon in left leg
,(William) Tony Parker,(william) tony parker,Spurs,2017-18,2017-12-03,rest,0,1,placed on IL for rest
,(William) Tony Parker,(william) tony parker,Spurs,2017-18,2017-12-09,rest,0,1,placed on IL for rest
,(William) Tony Parker,(william) tony parker,Spurs,2017-18,2017-12-16,rest,0,1,placed on IL for rest
,(William) Tony Parker,(william) tony parker,Spurs,2017-18,2018-02-10,back,0,1,placed on IL with tightness in back
,(William) Tony Parker,(william) tony parker,Hornets,2018-19,2018-10-27,other,0,1,placed on IL
,(William) Tony Parker,(william) tony parker,Hornets,2018-19,2018-11-23,other,0,1,placed on IL with rib injury
,(William) Tony Parker,(william) tony parker,Hornets,2018-19,2018-12-29,other,0,1,placed on IL
,(William) Tony Parker,(william) tony parker,Hornets,2018-19,2019-01-12,other,0,1,placed on IL
,(William) Tony Parker,(william) tony parker,Hornets,2018-19,2019-01-30,ankle,0,1,placed on IL with sore right ankle
,(William) Tony Parker,(william) tony parker,Hornets,2018-19,2019-02-06,back,0,6,placed on IL with strained back
,(William) Tony Parker,(william) tony parker,Hornets,2018-19,2019-03-09,other,0,2,placed on IL
,(William) Tony Parker,(william) tony parker,Hornets,2018-19,2019-03-19,other,0,1,placed on IL
,76ers,76ers,76ers,2018-19,2018-12-27,other,0,0,placed on IL
201166,Aaron Brooks,aaron brooks,Rockets,2007-08,2007-10-30,other,0,13,placed on IL
201166,Aaron Brooks,aaron brooks,Rockets,2007-08,2007-12-05,other,0,4,placed on IL
201166,Aaron Brooks,aaron brooks,Rockets,2007-08,2008-03-22,other,0,4,placed on IL
201166,Aaron Brooks,aaron brooks,Rockets,2010-11,2010-11-07,ankle,0,17,placed on IL with sprained left ankle
201166,Aaron Brooks,aaron brooks,Rockets,2010-11,2011-01-05,ankle,0,2,placed on IL with sore/sprained left ankle
201166,Aaron Brooks,aaron brooks,Suns,2010-11,2011-02-25,other,0,1,placed on IL
201166,Aaron Brooks,aaron brooks,Kings,2012-13,2013-01-12,illness,0,1,placed on IL with flu
201166,Aaron Brooks,aaron brooks,Pacers,2016-17,2016-10-28,knee,0,2,placed on IL with sore knee
201166,Aaron Brooks,aaron brooks,Pacers,2016-17,2017-01-23,knee,0,1,placed on IL with sore right knee
201166,Aaron Brooks,aaron brooks,Timberwolves,2017-18,2017-12-27,illness,0,0,placed on IL with illness
203932,Aaron Gordon,aaron gordon,Magic,2014-15,2014-11-26,foot,0,21,placed on IL with fractured left foot
203932,Aaron Gordon,aaron gordon,Magic,2014-15,2015-02-04,foot,0,1,placed on IL with sore left foot
203932,Aaron Gordon,aaron gordon,Magic,2014-15,2015-02-27,ankle,0,2,placed on IL with sprained right ankle
203932,Aaron Gordon,aaron gordon,Magic,2015-16,2016-04-08,head,0,2,placed on IL with concussion
203932,Aaron Gordon,aaron gordon,Magic,2017-18,2017-10-20,ankle,0,2,placed on IL with sore left ankle
203932,Aaron Gordon,aaron gordon,Magic,2017-18,2017-12-13,head,0,1,placed on IL with concussion
203932,Aaron Gordon,aaron gordon,Magic,2017-18,2017-12-17,leg-soft-tissue,0,4,placed on IL with strained right calf (DTD)
203932,Aaron Gordon,aaron gordon,Magic,2018-19,2018-11-11,ankle,0,0,placed on IL with sprained left ankle
203932,Aaron Gordon,aaron gordon,Magic,2018-19,2018-11-28,back,0,1,placed on IL with tightness in lower back
203932,Aaron Gordon,aaron gordon,Magic,2018-19,2019-01-21,back,0,1,placed on IL with sore lower back
203932,Aaron Gordon,aaron gordon,Magic,2019-20,2019-11-23,ankle,0,2,placed on IL with bruised right ankle
203932,Aaron Gordon,aaron gordon,Magic,2019-20,2019-12-30,ankle,0,2,placed on IL with left Achilles injury
203932,Aaron Gordon,aaron gordon,Magic,2019-20,2020-01-10,leg-soft-tissue,0,1,placed on IL with right calf injury
203932,Aaron Gordon,aaron gordon,Magic,2019-20,2020-03-02,knee,0,1,placed on IL with right knee inflammation
203932,Aaron Gordon,aaron gordon,Magic,2020-21,2020-08-07,leg-soft-tissue,0,86,placed on IL with strained left hamstring (out for season)
203932,Aaron Gordon,aaron gordon,Magic,2020-21,2021-02-01,ankle,0,15,placed on IL with sprained left ankle
203932,Aaron Gordon,aaron gordon,Nuggets,2020-21,2021-03-26,other,0,1,placed on IL with NBA health and safety protocols
203932,Aaron Gordon,aaron gordon,Nuggets,2020-21,2021-05-14,leg-soft-tissue,0,1,placed on IL with right calf injury
203932,Aaron Gordon,aaron gordon,Nuggets,2021-22,2021-12-23,leg-soft-tissue,0,4,placed on IL with left hamstring injury
203932,Aaron Gordon,aaron gordon,Nuggets,2021-22,2022-02-02,leg-soft-tissue,0,0,placed on IL with left hamstring injury
203932,Aaron Gordon,aaron gordon,Nuggets,2021-22,2022-02-04,leg-soft-tissue,0,1,placed on IL with left hamstring injury
203932,Aaron Gordon,aaron gordon,Nuggets,2021-22,2022-03-12,foot,0,1,placed on IL with sore right foot
203932,Aaron Gordon,aaron gordon,Nuggets,2021-22,2022-04-10,leg-soft-tissue,0,90,placed on IL with left hamstring injury (out for season)
203932,Aaron Gordon,aaron gordon,Nuggets,2022-23,2022-11-16,illness,0,2,placed on IL with illness
203932,Aaron Gordon,aaron gordon,Nuggets,2022-23,2022-12-27,shoulder,0,1,placed on IL with strained right shoulder
203932,Aaron Gordon,aaron gordon,Nuggets,2022-23,2023-02-02,ankle,0,1,placed on IL with sprained left ankle
203932,Aaron Gordon,aaron gordon,Nuggets,2022-23,2023-02-05,ankle,0,1,placed on IL with sprained left ankle
203932,Aaron Gordon,aaron gordon,Nuggets,2022-23,2023-02-11,other,0,6,placed on IL with bruised left ribcage
203932,Aaron Gordon,aaron gordon,Nuggets,2022-23,2023-04-06,shoulder,0,1,placed on IL with right shoulder inflammation
201189,Aaron Gray,aaron gray,Bulls,2007-08,2007-11-17,other,0,0,placed on IL
201189,Aaron Gray,aaron gray,Bulls,2009-10,2009-10-29,other,0,11,placed on IL with stress fracture in left fibula
201189,Aaron Gray,aaron gray,Hornets,2009-10,2010-01-25,other,0,2,placed on IL
201189,Aaron Gray,aaron gray,Hornets,2010-11,2010-10-27,other,0,10,placed on IL
201189,Aaron Gray,aaron gray,Hornets,2010-11,2010-11-29,other,0,2,placed on IL
201189,Aaron Gray,aaron gray,Hornets,2010-11,2010-12-08,other,0,2,placed on IL
201189,Aaron Gray,aaron gray,Hornets,2010-11,2010-12-15,other,0,2,placed on IL
201189,Aaron Gray,aaron gray,Hornets,2010-11,2010-12-29,other,0,1,placed on IL
201189,Aaron Gray,aaron gray,Hornets,2010-11,2011-01-21,ankle,0,4,placed on IL with sprained ankle
201189,Aaron Gray,aaron gray,Raptors,2011-12,2011-12-26,other,0,9,placed on IL with irregular heartbeat
201189,Aaron Gray,aaron gray,Raptors,2013-14,2013-10-30,other,0,1,placed on IL
201189,Aaron Gray,aaron gray,Raptors,2013-14,2013-11-09,other,0,1,placed on IL
201189,Aaron Gray,aaron gray,Raptors,2013-14,2013-11-15,other,0,1,placed on IL
201189,Aaron Gray,aaron gray,Raptors,2013-14,2013-11-20,other,0,5,placed on IL
201189,Aaron Gray,aaron gray,Raptors,2013-14,2013-11-29,other,0,2,placed on IL (P)
201189,Aaron Gray,aaron gray,Raptors,2013-14,2013-12-06,other,0,0,placed on IL
1626151,Aaron Harrison,aaron harrison,Hornets,2015-16,2015-11-01,other,0,5,placed on IL
1626151,Aaron Harrison,aaron harrison,Hornets,2015-16,2016-04-10,other,0,0,placed on IL
1626151,Aaron Harrison,aaron harrison,Hornets,2015-16,2016-04-17,other,0,2,placed on IL
1626151,Aaron Harrison,aaron harrison,Hornets,2016-17,2016-10-28,other,0,2,placed on IL
1626151,Aaron Harrison,aaron harrison,Hornets,2016-17,2016-11-13,other,0,3,placed on IL
1626151,Aaron Harrison,aaron harrison,Hornets,2016-17,2016-11-23,other,0,2,placed on IL
1626151,Aaron Harrison,aaron harrison,Hornets,2016-17,2016-12-07,other,0,10,placed on IL
1630565,Aaron Henry,aaron henry,76ers,2021-22,2021-10-26,other,0,4,placed on IL
1630565,Aaron Henry,aaron henry,76ers,2021-22,2021-11-11,other,0,1,placed on IL
1630565,Aaron Henry,aaron henry,76ers,2021-22,2021-11-16,other,0,12,placed on IL
1630565,Aaron Henry,aaron henry,76ers,2021-22,2021-12-30,illness,0,2,placed on IL with illness
1628988,Aaron Holiday,aaron holiday,Pacers,2020-21,2021-05-16,foot,0,80,placed on IL with right big toe injury (out for season)
1628988,Aaron Holiday,aaron holiday,Wizards,2021-22,2021-12-01,illness,0,1,placed on IL with illness
1628988,Aaron Holiday,aaron holiday,Wizards,2021-22,2021-12-27,other,0,4,placed on IL with NBA health and safety protocols
1628988,Aaron Holiday,aaron holiday,Suns,2021-22,2022-02-25,ankle,0,1,placed on IL with sore right ankle
243,Aaron McKie,aaron mckie,76ers,2004-05,2004-11-12,shoulder,0,6,placed on IL with strained left rotator cuff
243,Aaron McKie,aaron mckie,Lakers,2005-06,2005-12-02,other,0,41,placed on IL
243,Aaron McKie,aaron mckie,Lakers,2005-06,2006-03-19,other,0,0,placed on IL with strained left quadriceps
243,Aaron McKie,aaron mckie,Lakers,2006-07,2006-10-31,back,0,26,placed on IL with back injury
243,Aaron McKie,aaron mckie,Lakers,2006-07,2006-11-26,other,0,16,placed on IL
243,Aaron McKie,aaron mckie,Lakers,2006-07,2007-01-26,other,0,1,placed on IL
243,Aaron McKie,aaron mckie,Lakers,2006-07,2007-04-01,other,0,1,placed on IL
243,Aaron McKie,aaron mckie,Lakers,2006-07,2007-04-12,other,0,0,placed on IL
1630174,Aaron Nesmith,aaron nesmith,Celtics,2020-21,2021-01-22,back,0,1,placed on IL with lower back spasms
1630174,Aaron Nesmith,aaron nesmith,Celtics,2021-22,2021-12-24,other,0,5,placed on IL with NBA health and safety protocols
1630174,Aaron Nesmith,aaron nesmith,Celtics,2021-22,2022-01-19,ankle,0,2,placed on IL with sprained right ankle
1630174,Aaron Nesmith,aaron nesmith,Celtics,2021-22,2022-03-05,ankle,0,6,placed on IL with sprained right ankle
1630174,Aaron Nesmith,aaron nesmith,Pacers,2022-23,2022-12-23,ankle,0,1,placed on IL with sprained right ankle
1630174,Aaron Nesmith,aaron nesmith,Pacers,2022-23,2023-01-11,illness,0,1,placed on IL with illness
1630174,Aaron Nesmith,aaron nesmith,Pacers,2022-23,2023-03-05,hip,0,2,placed on IL with sore left hip
1630598,Aaron Wiggins,aaron wiggins,Thunder,2021-22,2022-02-03,ankle,0,4,placed on IL with sprained right ankle
1425,Aaron Williams,aaron williams,Raptors,2005-06,2006-01-06,other,0,1,placed on IL
1425,Aaron Williams,aaron williams,Hornets,2005-06,2006-04-14,knee,0,86,placed on IL with right knee injury
1425,Aaron Williams,aaron williams,Clippers,2006-07,2006-10-31,back,0,6,placed on IL with sore back
1425,Aaron Williams,aaron williams,Clippers,2006-07,2007-01-13,other,0,1,placed on IL
1425,Aaron Williams,aaron williams,Clippers,2006-07,2007-01-23,other,0,4,placed on IL
1425,Aaron Williams,aaron williams,Clippers,2006-07,2007-02-04,other,0,1,placed on IL
1425,Aaron Williams,aaron williams,Clippers,2006-07,2007-04-18,other,0,81,placed on IL
1425,Aaron Williams,aaron williams,Clippers,2007-08,2007-11-01,leg-soft-tissue,0,2,placed on IL with strained right calf
1627846,Abdel Nader,abdel nader,Celtics,2017-18,2018-01-16,illness,0,1,placed on IL with illness/flu
1627846,Abdel Nader,abdel nader,Thunder,2018-19,2018-10-21,other,0,2,placed on IL
1627846,Abdel Nader,abdel nader,Thunder,2019-20,2020-01-15,ankle,0,6,placed on IL with sprained left ankle
1627846,Abdel Nader,abdel nader,Thunder,2020-21,2020-08-14,other,0,2,placed on IL with neck injury
1627846,Abdel Nader,abdel nader,Suns,2020-21,2021-03-23,knee,0,38,placed on IL with sore right knee
1627846,Abdel Nader,abdel nader,Suns,2021-22,2021-12-10,knee,0,25,placed on IL with right knee injury
201151,Acie Law,acie law,Hawks,2007-08,2007-11-16,ankle,0,7,placed on IL with left ankle injury
201151,Acie Law,acie law,Hawks,2008-09,2008-12-05,illness,0,0,placed on IL with flu
201151,Acie Law,acie law,Hawks,2008-09,2009-01-23,other,0,1,placed on IL
201151,Acie Law,acie law,Hawks,2008-09,2009-03-21,back,0,7,placed on IL with sore back
201151,Acie Law,acie law,Hawks,2008-09,2009-04-14,other,0,4,placed on IL
201151,Acie Law,acie law,Bobcats,2009-10,2009-11-18,other,0,3,placed on IL
201151,Acie Law,acie law,Bobcats,2009-10,2009-11-27,other,0,12,placed on IL
201151,Acie Law,acie law,Bobcats,2009-10,2010-02-09,other,0,0,placed on IL
201151,Acie Law,acie law,Bobcats,2009-10,2010-02-16,other,0,28,placed on IL
201151,Acie Law,acie law,Bulls,2009-10,2010-04-25,other,0,1,placed on IL
201151,Acie Law,acie law,Grizzlies,2010-11,2010-11-26,illness,0,2,placed on IL with flu
201151,Acie Law,acie law,Warriors,2010-11,2011-01-22,knee,0,1,placed on IL with sore left knee
201151,Acie Law,acie law,Warriors,2010-11,2011-02-03,hand,0,7,placed on IL with sprained right wrist
201151,Acie Law,acie law,Warriors,2010-11,2011-03-29,hand,0,0,placed on IL with right wrist injury (out for season)
,Adam Haluska,adam haluska,Hornets,2007-08,2007-10-31,other,0,36,placed on IL
,Adam Haluska,adam haluska,Hornets,2007-08,2008-02-01,other,0,0,placed on IL
,Adam Haluska,adam haluska,Rockets,2007-08,2008-02-24,other,0,0,placed on IL
2492,Adam Harrington,adam harrington,Mavericks,2002-03,2002-10-28,knee,0,6,placed on IL with left knee tendinitis
2492,Adam Harrington,adam harrington,Mavericks,2002-03,2002-11-30,knee,0,4,placed on IL with sprained left knee
2492,Adam Harrington,adam harrington,Nuggets,2002-03,2003-04-02,knee,0,0,placed on IL with bruised left knee
1629690,Adam Mokoka,adam mokoka,Bulls,2019-20,2019-10-23,other,0,26,placed on IL
1629690,Adam Mokoka,adam mokoka,Bulls,2019-20,2020-01-04,other,0,160,placed on IL
1629690,Adam Mokoka,adam mokoka,Bulls,2020-21,2021-01-22,head,0,7,placed on IL with concussion
1629690,Adam Mokoka,adam mokoka,Bulls,2020-21,2021-02-05,other,0,1,placed on IL with NBA health and safety protocols
1629690,Adam Mokoka,adam mokoka,Bulls,2020-21,2021-02-15,other,0,1,placed on IL with NBA health and safety protocols
1629690,Adam Mokoka,adam mokoka,Bulls,2020-21,2021-02-19,other,0,0,placed on IL with NBA health and safety protocols
1629690,Adam Mokoka,adam mokoka,Bulls,2020-21,2021-02-22,other,0,1,placed on IL with NBA health and safety protocols
1629690,Adam Mokoka,adam mokoka,Bulls,2020-21,2021-04-06,other,0,6,placed on IL with NBA health and safety protocols
1629690,Adam Mokoka,adam mokoka,Bulls,2020-21,2021-05-01,other,0,6,placed on IL
200747,Adam Morrison,adam morrison,Bobcats,2006-07,2007-04-10,knee,0,3,placed on IL with sprained left knee
200747,Adam Morrison,adam morrison,Bobcats,2007-08,2007-10-29,knee,0,191,placed on IL with torn ACL in left knee
200747,Adam Morrison,adam morrison,Lakers,2008-09,2009-02-10,other,0,3,placed on IL
200747,Adam Morrison,adam morrison,Lakers,2008-09,2009-03-03,other,0,1,placed on IL
200747,Adam Morrison,adam morrison,Lakers,2008-09,2009-05-12,other,0,102,placed on IL (out for season)
200747,Adam Morrison,adam morrison,Lakers,2009-10,2010-01-15,illness,0,3,placed on IL with flu
200747,Adam Morrison,adam morrison,Lakers,2009-10,2010-01-26,other,0,0,placed on IL
200747,Adam Morrison,adam morrison,Lakers,2009-10,2010-02-01,other,0,2,placed on IL
200747,Adam Morrison,adam morrison,Lakers,2009-10,2010-05-17,other,0,11,placed on IL
200747,Adam Morrison,adam morrison,Lakers,2009-10,2010-06-15,other,0,0,placed on IL
,Ademola Okulaja,ademola okulaja,76ers,2000-01,2000-10-30,back,0,20,placed on IR with strained back
1629678,Admiral Schofield,admiral schofield,Magic,2021-22,2022-04-03,knee,0,2,placed on IL with bruised left knee
1629678,Admiral Schofield,admiral schofield,Magic,2022-23,2023-03-07,head,0,1,placed on IL with concussion
1502,Adonal Foyle,adonal foyle,Warriors,2000-01,2000-12-01,hand,0,4,placed on IR with ligament damage in right ring finger
1502,Adonal Foyle,adonal foyle,Warriors,2003-04,2003-12-16,knee,1,12,placed on IL recovering from surgery on left knee
1502,Adonal Foyle,adonal foyle,Warriors,2005-06,2005-12-31,back,0,2,placed on IL with back spasms
1502,Adonal Foyle,adonal foyle,Warriors,2006-07,2006-10-31,other,0,1,placed on IL
1502,Adonal Foyle,adonal foyle,Magic,2008-09,2008-10-29,other,0,8,placed on IL
1502,Adonal Foyle,adonal foyle,Magic,2008-09,2008-11-21,other,0,0,placed on IL
1502,Adonal Foyle,adonal foyle,Magic,2008-09,2008-12-20,other,0,1,placed on IL
1502,Adonal Foyle,adonal foyle,Magic,2008-09,2009-01-04,other,0,1,placed on IL
1502,Adonal Foyle,adonal foyle,Magic,2008-09,2009-01-09,other,0,1,placed on IL
1502,Adonal Foyle,adonal foyle,Magic,2008-09,2009-01-13,other,0,10,placed on IL
1502,Adonal Foyle,adonal foyle,Magic,2008-09,2009-02-08,other,0,22,placed on IL
1502,Adonal Foyle,adonal foyle,Magic,2008-09,2009-03-27,other,0,3,placed on IL
1502,Adonal Foyle,adonal foyle,Magic,2009-10,2009-10-28,knee,1,20,placed on IL recovering from arthroscopic surgery on right knee
1502,Adonal Foyle,adonal foyle,Magic,2009-10,2009-12-21,other,0,8,placed on IL
1502,Adonal Foyle,adonal foyle,Magic,2009-10,2010-01-15,other,0,22,placed on IL
1502,Adonal Foyle,adonal foyle,Magic,2009-10,2010-03-13,other,0,0,placed on IL
1502,Adonal Foyle,adonal foyle,Magic,2009-10,2010-03-17,other,0,0,placed on IL
1502,Adonal Foyle,adonal foyle,Magic,2009-10,2010-03-22,other,0,2,placed on IL
1502,Adonal Foyle,adonal foyle,Magic,2009-10,2010-04-01,other,0,0,placed on IL (out for season)
203519,Adonis Thomas,adonis thomas,Magic,2013-14,2014-03-10,other,0,0,placed on IL
203519,Adonis Thomas,adonis thomas,Magic,2013-14,2014-03-12,other,0,0,placed on IL
203940,Adreian Payne,adreian payne,Hawks,2014-15,2014-10-29,foot,0,6,placed on IL with plantar fasciaitis
203940,Adreian Payne,adreian payne,Hawks,2014-15,2014-11-14,other,0,2,placed on IL
203940,Adreian Payne,adreian payne,Hawks,2014-15,2014-12-27,other,0,7,placed on IL
203940,Adreian Payne,adreian payne,Hawks,2014-15,2015-01-16,other,0,0,placed on IL
203940,Adreian Payne,adreian payne,Hawks,2014-15,2015-01-21,other,0,4,placed on IL
203940,Adreian Payne,adreian payne,Timberwolves,2015-16,2016-01-25,other,0,3,placed on IL
203940,Adreian Payne,adreian payne,Magic,2017-18,2017-10-18,hand,0,21,placed on IL with fractured left hand
1559,Adrian Griffin,adrian griffin,Celtics,1999-00,2000-01-09,ankle,0,6,placed on IL with sprained right ankle
1559,Adrian Griffin,adrian griffin,Celtics,2000-01,2000-11-11,back,0,9,placed on IL with lower back spasms
1559,Adrian Griffin,adrian griffin,Celtics,2000-01,2000-11-22,back,0,4,placed on IL with sore lower back
1559,Adrian Griffin,adrian griffin,Celtics,2000-01,2001-01-10,back,0,19,placed on IL with sore lower back
1559,Adrian Griffin,adrian griffin,Mavericks,2001-02,2002-02-21,back,0,7,placed on IL with back spasms
1559,Adrian Griffin,adrian griffin,Mavericks,2002-03,2003-02-20,knee,0,4,placed on IL with left knee / right knee (P) tendinitis
1559,Adrian Griffin,adrian griffin,Rockets,2003-04,2003-10-27,knee,1,40,placed on IL recovering from surgery on right knee
1559,Adrian Griffin,adrian griffin,Rockets,2003-04,2004-03-26,knee,0,295,placed on IL with right knee injury
1559,Adrian Griffin,adrian griffin,Mavericks,2005-06,2006-03-31,leg-soft-tissue,0,1,placed on IL with strained left hamstring
1559,Adrian Griffin,adrian griffin,Bulls,2006-07,2006-11-14,leg-soft-tissue,0,6,placed on IL with strained calf
1559,Adrian Griffin,adrian griffin,Bulls,2006-07,2007-03-31,back,0,3,placed on IL with back spasms
1559,Adrian Griffin,adrian griffin,Bulls,2006-07,2007-04-13,back,0,4,placed on IL with lower back spasms
1559,Adrian Griffin,adrian griffin,Bulls,2007-08,2007-10-29,back,0,8,placed on IL with back injury
1559,Adrian Griffin,adrian griffin,Bulls,2007-08,2007-11-06,back,0,4,placed on IL with back injury
1559,Adrian Griffin,adrian griffin,Sonics,2007-08,2008-02-29,other,0,5,placed on IL
1559,Adrian Griffin,adrian griffin,Sonics,2007-08,2008-03-14,other,0,2,placed on IL
1631260,A.J. Green,aj green,Bucks,2022-23,2022-10-29,other,0,7,placed on IL with fractured nose
2062,A.J. Guyton,aj guyton,Bulls,2000-01,2000-11-30,knee,0,36,placed on IL with sprained right knee
2062,A.J. Guyton,aj guyton,Bulls,2001-02,2001-11-10,ankle,0,4,placed on IL with left ankle tendinitis
2062,A.J. Guyton,aj guyton,Bulls,2001-02,2001-12-20,leg-soft-tissue,0,6,placed on IL with strained left hamstring
2062,A.J. Guyton,aj guyton,Bulls,2001-02,2002-01-15,other,0,4,placed on IL with left elbow bursitis
2062,A.J. Guyton,aj guyton,Bulls,2001-02,2002-04-03,shoulder,0,4,placed on IL with bruised left shoulder
1627773,A.J. Hammons,aj hammons,Mavericks,2016-17,2016-10-26,other,0,1,placed on IL
